shard_name,split,path,file_size_bytes,header_bytes,token_dtype,token_count,min_token,max_token,mean_token,std_token,unique_token_count,unique_token_ratio,sample_window_size,sample_count,preview_1,preview_2,top_token_1_id,top_token_1_freq,top_token_2_id,top_token_2_freq,top_token_3_id,top_token_3_freq,mean_decoded_chars,mean_decoded_words,mean_unique_words,mean_unique_word_ratio,mean_ascii_ratio,mean_whitespace_ratio,mean_digit_ratio,mean_punctuation_ratio,mean_non_printable_ratio,mean_url_hits,mean_html_hits,mean_repeated_char_hits,mean_line_count,mean_avg_line_length,score_diversity,score_noise,score_clean_prose,score_priority,rank_score_diversity_desc,rank_score_noise_desc,rank_score_clean_prose_desc,rank_score_priority_desc,rank_mean_unique_word_ratio_desc,rank_mean_unique_words_desc,rank_mean_ascii_ratio_desc,rank_unique_token_count_desc,rank_std_token_desc,rank_mean_url_hits_asc,rank_mean_html_hits_asc,rank_mean_repeated_char_hits_asc,rank_mean_non_printable_ratio_asc,rank_mean_digit_ratio_asc
fineweb_train_000008.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000008.bin,200001024,1024,uint16,100000000,1,1023,559.91861634,276.709870156487,886,8.86e-06,256,32,"ed for this purpose. Passions run high during election season, as every voter has an opinion on the candidates for each elective office. Election Day by its very nature establishes winners and losers. It’s important that we all be gracious ","President Rajapaksa, under whose presidency many of the atrocities were committed, on both sides. Regarding what the Sri Lankan Government have achieved, they are quick to point out that they have reintroduced a two-term limit to the presid",960,0.02134481,962,0.02068323,267,0.01849502,645.65625,113.1875,80.28125,0.71168328208465,0.9973700621763272,0.1705647183051406,0.005882244591375271,0.030966476209699136,0.0,0.0,0.0,0.0,1.0,645.65625,0.22616377707489588,-0.47792977829784883,0.4656484604150659,0.5251557753162366,31.0,77.0,12.0,11.0,61.0,4.0,32.0,31.0,16.0,1.0,1.0,1.0,1.0,4.0
fineweb_train_000065.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000065.bin,200001024,1024,uint16,100000000,1,1023,558.40758149,276.1950444311031,888,8.88e-06,256,32,"is only Our precise, custom-designed solutions are pre-manufactured, saving significant on-site labour, and allowing efficiencies across all trades with less workflow disruption. Impervious to water and high humidity levels, MGO’s Wall Syst","ay if any of these SEVERE side effects occur: Severe allergic reactions, such as rash; hives; itching; difficulty breathing; tightness in the chest; swelling of the mouth, face, eyes, lips, or tongue; bulging eyes; coughing up blood; double",960,0.02119135,962,0.02083417,267,0.01871051,636.3125,106.75,76.6875,0.7251419721550199,0.9979519873632925,0.16230809228865464,0.006021947044751434,0.029290444524204772,0.0,0.0,0.0,0.0,1.0,636.3125,0.2945957005273818,-0.4742980997061673,0.3914907962044349,0.5138923380469196,27.0,76.0,15.0,12.0,27.0,51.0,11.0,1.0,56.0,1.0,1.0,1.0,1.0,5.0
fineweb_train_000068.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000068.bin,200001024,1024,uint16,100000000,1,1023,559.60877005,276.59894471699675,888,8.88e-06,256,32,"attractively painted glass pieces make for a great interior decor. |} Jazzy wall art, such as painting a exceptional picture on the wall with a single color at all, instills life on your otherwise dull looking room.My first was born in 1994",properly during the dismantling phase. Another reason a professional would like to dismantle it themselves is to make sure that it doesn’t get damaged in the process. Selling your second-hand stairlift is easy if you have got a straight sta,960,0.02132827,962,0.02077893,267,0.01862051,629.375,110.25,78.6875,0.7203341162851574,0.9961395772944995,0.1689148357744129,0.010894904983416092,0.032434146574080086,0.0,0.0,0.0,0.0,1.0,629.375,0.5715432915012953,-0.34762160551202614,0.23938270294744876,0.5105225297258889,16.0,57.0,24.0,13.0,38.0,17.0,65.0,1.0,25.0,1.0,1.0,1.0,1.0,44.0
fineweb_train_000077.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000077.bin,200001024,1024,uint16,100000000,1,1023,558.9829446,276.2745282116564,887,8.87e-06,256,32,"EPA. Environmental groups claimed in the petition that “Decades after [...] On Feb. 27, 2017, the 9th Circuit United States Court of Appeals issued a common sense opinion regarding housing and safety conditions where hens lay [...] “On or a","- Increasing Borrower Eligibility. The borrower’s monthly first principal, interest, taxes and insurance (PITI) payment must be greater than 25 percent of the borrower’s gross monthly household income, excluding unemployment insurance (UI) ",960,0.02126647,962,0.02083229,267,0.01882752,625.53125,108.375,79.15625,0.7336898169577216,0.9972941781608179,0.1687060160187225,0.008836862994426658,0.030412452991843527,0.0,0.0625,0.0,0.03125,1.0,625.53125,0.7802696778973903,0.34998307498422204,0.5006122514006123,0.5039640170796846,9.0,18.0,11.0,14.0,12.0,14.0,34.0,8.0,49.0,63.0,1.0,64.0,1.0,23.0
fineweb_train_000036.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000036.bin,200001024,1024,uint16,100000000,1,1023,559.14145617,276.36318265474864,886,8.86e-06,256,32,"allowing other users to decide if it’s worth it or not. I have a few apps that I’ve bought from Macupdate like Contactizer, 1Password , Camerabag and others. Go ahead and check it out , it might save you a few bucks!ImmuCell Corporation ann",Climbed on small amounts of snow and heather and rock which never makes for a happy climb on exposed faces. Got to the false summit and broke trail/snowshoed up to summit block for a great lunch. Still not a good enough base of snow for ski,960,0.02125028,962,0.02099679,267,0.01886649,621.0625,108.15625,79.5,0.7420076027172778,0.9981611749675244,0.1671505560388822,0.016884504860505425,0.031795286788096164,0.0,0.0625,0.03125,0.0,1.0,621.0625,0.9907950505527233,0.6313694651389272,0.45410502320361473,0.47463622271208916,5.0,8.0,13.0,15.0,4.0,9.0,5.0,31.0,44.0,63.0,74.0,1.0,1.0,73.0
fineweb_train_000010.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000010.bin,200001024,1024,uint16,100000000,1,1023,560.0001784,276.7941112384586,887,8.87e-06,256,32,"’ Director William Friedkin On Avoiding Formula, And The Studios, In His New Movie ‘Killer Joe’ In theaters today from LD Entertainment is Killer Joe, an insanely fun and disturbing movie directed by the man behind The... [Video Interview] ",Have they locked themselves into proprietary tools such as Verscend? Can they plug and play solutions as they are uncovered? - How can TPAs differentiate themselves in the market? - MMA – By having value added resources such as case managem,960,0.02136633,962,0.02112847,267,0.01894788,622.03125,112.46875,79.75,0.7121903326405189,0.9950913204362238,0.17438755377380172,0.007331701137124473,0.03103901580557299,0.0,0.0,0.0,0.0,1.0,622.03125,0.36755474921222975,-0.4402499797004954,0.2072638746832797,0.43348226111648064,22.0,71.0,29.0,16.0,60.0,6.0,72.0,8.0,12.0,1.0,1.0,1.0,1.0,12.0
fineweb_train_000023.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000023.bin,200001024,1024,uint16,100000000,1,1023,558.21906915,276.00702502711323,886,8.86e-06,256,32,"touch it - and that's why we've recorded Mischa running alongside a roadway dipping his hands in the puddles :DAs music columnist for hellomagazine.ca, each week I’ll bring you my selections for the best and most notable new music, albums y","or concern. Help prevent hacks by keeping your site updated, using secure usernames and passwords, and blocking spam. 8: Negative SEO Each Google update makes negative SEO a little less effective, but it’s still a thing you should know abou",960,0.02129859,962,0.02071971,267,0.0186559,625.09375,108.59375,79.5625,0.7364699660574529,0.99751555402222,0.16742379939616361,0.00958665651619406,0.030680960341166665,0.0,0.0,0.0,0.1875,1.0,625.09375,0.6504728502600875,0.8967794927794206,0.7711335900301064,0.4029634346608008,13.0,6.0,5.0,17.0,7.0,8.0,26.0,31.0,73.0,1.0,1.0,80.0,1.0,33.0
fineweb_train_000078.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000078.bin,200001024,1024,uint16,100000000,1,1023,559.31641289,276.5473889803573,887,8.87e-06,256,32,"the right pre and on market strategy your home will still sell for a great price! There are lots of active buyers that are house hunting this fall, making it a great time to list your home! If you have any real estate questions reach out to","ameled, circular medallion topped with a pair of wings. It the center of the medallion is a white, letter C encircling a red five-pointed star. The wings are gold as are the words, ""Chicago Motor Club."" ""Honor Member"" is in red.A wider view",960,0.02138668,962,0.02082013,267,0.01878399,618.3125,105.75,76.71875,0.7281464803896533,0.9976861292002738,0.1648597191779618,0.013853952888013084,0.03147688641637793,0.0,0.0,0.0,0.0,1.0,618.3125,0.4058583118400964,-0.2706987550739645,0.22681378629256357,0.40212838706484094,20.0,46.0,26.0,18.0,23.0,50.0,18.0,8.0,32.0,1.0,1.0,1.0,1.0,70.0
fineweb_train_000022.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000022.bin,200001024,1024,uint16,100000000,1,1023,558.28208634,275.9095973037487,885,8.85e-06,256,32,"? CLINT HURDLE: I think there's a lot of different things that sometimes, not just our players do, but opposing players do, to try and get some type of feel for things in an altitude situation like we're in Coors Field, and from my understa","vere ( Sheriff ) - Richard Ryan ( Coach ) Enjoy movie with title Fallen full and free in top video format. Get Full with title Fallen free an fun at here. These days, you is able to see that hundreds a large number of people looking for fre",960,0.02118834,962,0.02067029,267,0.01866271,630.71875,110.59375,79.375,0.7238954524668976,0.9964859504520344,0.16817946243278578,0.0066710174745405765,0.031656728191140904,0.0,0.0,0.0,0.03125,1.0,630.71875,0.00459353384400113,-0.24435664101479557,0.5128793727768347,0.3696755696122381,42.0,45.0,9.0,19.0,31.0,10.0,57.0,67.0,78.0,1.0,1.0,64.0,1.0,7.0
fineweb_train_000075.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000075.bin,200001024,1024,uint16,100000000,1,1023,559.00266701,276.26797416145985,887,8.87e-06,256,32,"ly carved their own woodblocks for printing; rather, production was divided between the artist, who designed the prints; the carver, who cut the woodblocks; the printer, who inked and pressed the woodblocks onto hand-made paper; and the pub","H? Some who know me wonder why I'm so combative, even though I'm not an angry person. Why I used to get into so many fights. Why I studied karate and other martial arts for so many years even though I was a gentle child. And I tell them the",960,0.02132002,962,0.02092055,267,0.01880787,625.5,108.3125,77.53125,0.7179887612186259,0.9980738127535259,0.16643002651748354,0.006428127188740388,0.02800828190628534,0.0,0.0,0.0,0.0,1.0,625.5,0.040535327889283115,-0.4637391174002597,0.3426787150945559,0.36902288194227406,41.0,75.0,21.0,20.0,44.0,34.0,8.0,8.0,50.0,1.0,1.0,1.0,1.0,6.0
fineweb_train_000054.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000054.bin,200001024,1024,uint16,100000000,1,1023,557.62839777,275.74466920807856,886,8.86e-06,256,32,"edia to explain and demystify complicated dermatological topics. She’s been featured on the Today Show, the Dr. Oz Show and The Tyra Banks Show, as well as extensively in print, including Marie Claire, Self, O Magazine, Lucky, W Magazine, t","up for the free email list or text the word “REDACTED” to 444-999.) Comedians Lee Camp & Graham Elwood dive into the Biden Transition team, how Capitalism breeds slavery and more! Nestlé has been backed into a corner by pressure from activi",960,0.02122953,962,0.02061503,267,0.01859845,621.4375,106.1875,77.34375,0.7315901742044814,0.99674118851875,0.1656219495787692,0.010760032278857542,0.028688790035775895,0.0,0.0,0.0,0.0,1.0,621.4375,0.08337903398730157,-0.35112773086566323,0.36267353154755294,0.35988571344842196,39.0,58.0,17.0,21.0,15.0,37.0,52.0,31.0,80.0,1.0,1.0,1.0,1.0,42.0
fineweb_train_000013.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000013.bin,200001024,1024,uint16,100000000,1,1023,559.78974336,276.8237797087984,887,8.87e-06,256,32,"Lastly, a big reason you should avoid Payday Loans is that there are simply better options. Doorstep Loans, Logbook Loans, and Guarantor Loans can all provide you with the money that you need, at a reasonable rate. For many people, when the","to bring out facial angles. I used Temptu Pro AirPod Perfect Canvas Foundation In Beige. The shadow was NARS Galoponos, a rich shimmer neutral brown. I used Lilly Lashes in Lite Mink in Mykonos. To finish the look, I used Sherri Jessee’s pi",960,0.02134049,962,0.02090356,267,0.01865373,628.0625,109.0,77.4375,0.7163137368667797,0.996685133038629,0.1667000747993583,0.006886422917323583,0.03335513145227104,0.0,0.0,0.0,0.0,1.0,628.0625,0.2244546904111433,-0.4518253482005654,0.1826364017579102,0.359593503522063,32.0,74.0,31.0,22.0,50.0,35.0,54.0,8.0,9.0,1.0,1.0,1.0,1.0,9.0
fineweb_train_000053.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000053.bin,200001024,1024,uint16,100000000,1,1023,558.40109106,276.0706892723702,888,8.88e-06,256,32,s too often divorced. She is uniquely creative in delivering unexpected conclusions and hard proof. This study offers subtle insights about what actually works in US human trafficking policy. The book sheds light on how reputation affects g,ree to come and go as they pleased. That is the hallmark of Free Society. That is what the Statue of Liberty used to represent. It no longer exists in North America. As the US has pushed the propaganda of terrorism to grow the Military Indu,960,0.02133408,962,0.02075537,267,0.01864959,629.6875,110.03125,78.28125,0.7170004728660876,0.9974571991683324,0.16710327201116923,0.006787580701783006,0.03362712052894704,0.0,0.0,0.0,0.03125,1.0,629.6875,0.1674532602163289,-0.24132648537526788,0.3439146883002446,0.34897131554382627,34.0,43.0,20.0,23.0,47.0,21.0,29.0,1.0,70.0,1.0,1.0,64.0,1.0,8.0
fineweb_train_000056.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000056.bin,200001024,1024,uint16,100000000,1,1023,558.7782524,276.1769150303513,886,8.86e-06,256,32,"life. Until you're in production, there are just not that many reasons for people to call you up. I try to make the best of it. I try to call people and set up lunches and meetings, and irregularly I organize parties, and throw poker games,","s. These birds are beautiful and what kind of cowboy can turn down a bucking Brahma bull...errr...hen? Besides, I might have 5 roosters in my flock. So, I picked up 3 more chicks of which Colleen took 2. My flock is finally complete at 8. 2",960,0.02136678,962,0.02072659,267,0.01879861,623.875,111.3125,79.375,0.7182792336736125,0.9978560645498844,0.1723516384626962,0.012811007890920061,0.03059731230877328,0.0,0.0,0.0,0.0,1.0,623.875,0.09065188489878852,-0.29781095623227516,0.35387594210735335,0.3396589510447955,38.0,52.0,18.0,24.0,42.0,10.0,15.0,31.0,57.0,1.0,1.0,1.0,1.0,61.0
fineweb_train_000061.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000061.bin,200001024,1024,uint16,100000000,1,1023,559.67551824,276.51419290952754,886,8.86e-06,256,32,"Great Lakes. I don't think anyone in this room except me would relate to this, but they used to go out in the Great Lakes and cut huge chunks of ice. Then they would have these pulled out of the lake by a team of horses, put them on sleds, ","ally great healthy cocktail should satisfy your tastebuds and not at the expense of your health. Keep in mind that if you don't like a particular liquor or brand of liquor, you may substitute another, provided you avoid malt liquors and liq",960,0.02130473,962,0.02091674,267,0.01872482,623.1875,107.0,77.28125,0.7300807574957312,0.9980158317912171,0.16573341327928243,0.011434718554534998,0.02748825083373916,0.0,0.03125,0.0,0.03125,1.0,623.1875,0.37390420666681223,0.14849803498617567,0.319197804873396,0.29184137343527183,21.0,25.0,22.0,25.0,19.0,39.0,10.0,31.0,35.0,50.0,1.0,64.0,1.0,50.0
fineweb_train_000018.bin,train,/Users/kurtisstuckert/parameter-golf/data/datasets/fineweb10B_sp1024/fineweb_train_000018.bin,200001024,1024,uint16,100000000,1,1023,558.26519583,276.03486079341815,887,8.87e-06,256,32,"ead for any sneaky-under-the-mistletoe-wink-wink, I won’t spell it out. Your Christmas outfit wouldn’t be complete without a beautiful and delicate knot ring by Bario-Neal jewelry design. My finger would suit it too well, far too well. And ",", Cadiz, Cordoba and the beautiful coasts Costa del Sol and Costa del Luz. There are the incredible architectures of the Alcazar in Sevilla, and the Alhambra in Granada, to name only two. We are happy to briefly introduce ourselves to any n",960,0.02129736,962,0.02062907,267,0.01868616,617.6875,106.1875,76.65625,0.7304127008650229,0.9979512203666107,0.1642653068851292,0.007785122820727882,0.030668364437707218,0.0,0.03125,0.0,0.03125,1.0,617.6875,0.24154214563793833,0.05362383360711165,0.3514029176118369,0.28319722846109346,30.0,29.0,19.0,26.0,16.0,53.0,12.0,8.0,72.0,50.0,1.0,64.0,1.0,15.0
